,Filename,FILES_RECEIPTS,INSTITUTIONCODE,REPORTINGDATE,EDI_RECEIPTS,BSIS_RECEIPTS,BSIS_FINAL_RECEIPTS
1121,A1671078311020.xls,12,A167,2020-10-31,10.0,10.0,10.0
1122,A1671078311021.xls,13,A167,2021-10-31,13.0,13.0,13.0
1123,A1671078311022.xls,12,A167,2022-10-31,12.0,12.0,12.0
1124,A1671078311023.xls,12,A167,2023-10-31,12.0,12.0,12.0
1125,A1671078311024.xls,19,A167,2024-10-31,19.0,19.0,19.0
1126,A1671078311220.xls,11,A167,2020-12-31,10.0,10.0,10.0
1127,A1671078311221.xls,12,A167,2021-12-31,12.0,12.0,12.0
1128,A1671078311222.xls,10,A167,2022-12-31,10.0,10.0,10.0
1129,A1671078311223.xls,12,A167,2023-12-31,12.0,12.0,12.0
1130,A1671078311224.xls,12,A167,2024-12-31,12.0,12.0,12.0
1131,A1701078280221.xls,11,A170,2021-02-28,11.0,11.0,11.0
1132,A1701078280222.xls,7,A170,2022-02-28,7.0,7.0,7.0
1133,A1701078280223.xls,10,A170,2023-02-28,10.0,10.0,10.0
1134,A1701078290220.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
1135,A1701078290224.xls,9,A170,2024-02-29,10.0,10.0,10.0
1136,A1701078300420.xls,16,A170,2020-04-30,16.0,16.0,16.0
1137,A1701078300421.xls,11,A170,2021-04-30,11.0,11.0,11.0
1138,A1701078300422.xls,9,A170,2022-04-30,9.0,9.0,9.0
1139,A1701078300423.xls,14,A170,2023-04-30,14.0,14.0,14.0
1140,A1701078300424.xls,6,A170,2024-04-30,13.0,13.0,13.0
1141,A1701078300620.xls,14,A170,2020-06-30,8.0,8.0,8.0
1142,A1701078300621.xls,9,A170,2021-06-30,9.0,9.0,9.0
1143,A1701078300622.xls,9,A170,2022-06-30,9.0,9.0,9.0
1144,A1701078300623.xls,10,A170,2023-06-30,10.0,10.0,10.0
1145,A1701078300624.xls,6,A170,2024-06-30,5.0,5.0,5.0
1146,A1701078300920.xls,22,A170,2020-09-30,22.0,22.0,22.0
1147,A1701078300921.xls,11,A170,2021-09-30,11.0,11.0,11.0
1148,A1701078300922.xls,15,A170,2022-09-30,15.0,15.0,15.0
1149,A1701078300923.xls,10,A170,2023-09-30,10.0,10.0,10.0
1150,A1701078300924.xls,8,A170,2024-09-30,8.0,8.0,8.0
1151,A1701078301120.xls,13,A170,2020-11-30,13.0,13.0,13.0
1152,A1701078301121.xls,15,A170,2021-11-30,15.0,15.0,15.0
1153,A1701078301122.xls,13,A170,2022-11-30,13.0,13.0,13.0
1154,A1701078301123.xls,11,A170,2023-11-30,11.0,11.0,11.0
1155,A1701078301124.xls,7,A170,2024-11-30,7.0,7.0,7.0
1156,A1701078310120.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
1157,A1701078310121.xls,8,A170,2021-01-31,3.0,3.0,3.0
1158,A1701078310122.xls,11,A170,2022-01-31,11.0,11.0,11.0
1159,A1701078310123.xls,11,A170,2023-01-31,11.0,11.0,11.0
1160,A1701078310124.xls,12,A170,2024-01-31,25.0,13.0,13.0
1161,A1701078310320.xls,19,A170,2020-03-31,19.0,19.0,19.0
1162,A1701078310321.xls,14,A170,2021-03-31,14.0,14.0,14.0
1163,A1701078310322.xls,13,A170,2022-03-31,13.0,13.0,13.0
1164,A1701078310323.xls,12,A170,2023-03-31,12.0,12.0,12.0
1165,A1701078310324.xls,4,A170,2024-03-31,11.0,11.0,11.0
1166,A1701078310520.xls,12,A170,2020-05-31,7.0,7.0,7.0
1167,A1701078310521.xls,12,A170,2021-05-31,12.0,12.0,12.0
1168,A1701078310522.xls,14,A170,2022-05-31,14.0,14.0,14.0
1169,A1701078310523.xls,15,A170,2023-05-31,15.0,15.0,15.0
1170,A1701078310524.xls,7,A170,2024-05-31,8.0,8.0,8.0
1171,A1701078310720.xls,16,A170,2020-07-31,16.0,16.0,16.0
1172,A1701078310721.xls,12,A170,2021-07-31,12.0,12.0,12.0
1173,A1701078310722.xls,14,A170,2022-07-31,14.0,14.0,14.0
1174,A1701078310723.xls,6,A170,2023-07-31,6.0,6.0,6.0
1175,A1701078310724.xls,10,A170,2024-07-31,10.0,10.0,10.0
1176,A1701078310820.xls,9,A170,2020-08-31,9.0,9.0,9.0
1177,A1701078310821.xls,10,A170,2021-08-31,10.0,10.0,10.0
1178,A1701078310822.xls,16,A170,2022-08-31,16.0,16.0,16.0
1179,A1701078310823.xls,9,A170,2023-08-31,9.0,9.0,9.0
1180,A1701078310824.xls,13,A170,2024-08-31,13.0,13.0,13.0
1181,A1701078311020.xls,14,A170,2020-10-31,14.0,14.0,14.0
1182,A1701078311021.xls,11,A170,2021-10-31,11.0,11.0,11.0
1183,A1701078311022.xls,8,A170,2022-10-31,8.0,8.0,8.0
1184,A1701078311023.xls,9,A170,2023-10-31,9.0,9.0,9.0
1185,A1701078311024.xls,7,A170,2024-10-31,7.0,7.0,7.0
1186,A1701078311220.xls,18,A170,2020-12-31,18.0,18.0,18.0
1187,A1701078311221.xls,15,A170,2021-12-31,15.0,15.0,15.0
1188,A1701078311222.xls,11,A170,2022-12-31,11.0,11.0,11.0
1189,A1701078311223.xls,6,A170,2023-12-31,6.0,6.0,6.0
1190,A1701078311224.xls,9,A170,2024-12-31,9.0,9.0,9.0
1191,A1711078280221.xls,1,A171,2021-02-28,,,
1192,A1711078280222.xls,5,A171,2022-02-28,5.0,5.0,5.0
1193,A1711078280223.xls,24,A171,2023-02-28,24.0,22.0,22.0
1194,A1711078290220.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
1195,A1711078290224.xls,29,A171,2024-02-29,56.0,56.0,56.0
1196,A1711078300420.xls,6,A171,2020-04-30,6.0,6.0,6.0
1197,A1711078300421.xls,5,A171,2021-04-30,5.0,5.0,5.0
1198,A1711078300422.xls,7,A171,2022-04-30,7.0,7.0,7.0
1199,A1711078300423.xls,29,A171,2023-04-30,29.0,27.0,27.0
1200,A1711078300424.xls,33,A171,2024-04-30,24.0,24.0,24.0
1201,A1711078300620.xls,9,A171,2020-06-30,3.0,3.0,3.0
1202,A1711078300621.xls,9,A171,2021-06-30,9.0,9.0,9.0
1203,A1711078300622.xls,19,A171,2022-06-30,19.0,19.0,19.0
1204,A1711078300623.xls,57,A171,2023-06-30,57.0,55.0,55.0
1205,A1711078300624.xls,48,A171,2024-06-30,30.0,30.0,30.0
1206,A1711078300920.xls,14,A171,2020-09-30,14.0,14.0,14.0
1207,A1711078300921.xls,13,A171,2021-09-30,6.0,6.0,6.0
1208,A1711078300922.xls,15,A171,2022-09-30,15.0,13.0,13.0
1209,A1711078300923.xls,76,A171,2023-09-30,76.0,74.0,74.0
1210,A1711078300924.xls,55,A171,2024-09-30,55.0,55.0,55.0
1211,A1711078301120.xls,16,A171,2020-11-30,16.0,16.0,16.0
1212,A1711078301121.xls,0,A171,2021-11-30,,,
1213,A1711078301122.xls,13,A171,2022-11-30,13.0,11.0,11.0
1214,A1711078301123.xls,38,A171,2023-11-30,38.0,36.0,36.0
1215,A1711078301124.xls,22,A171,2024-11-30,22.0,22.0,22.0
1216,A1711078310120.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
1217,A1711078310121.xls,14,A171,2021-01-31,14.0,14.0,14.0
1218,A1711078310122.xls,5,A171,2022-01-31,5.0,5.0,5.0
1219,A1711078310123.xls,18,A171,2023-01-31,18.0,16.0,16.0
1220,A1711078310124.xls,25,A171,2024-01-31,70.0,45.0,45.0
1221,A1711078310320.xls,12,A171,2020-03-31,12.0,12.0,12.0
1222,A1711078310321.xls,1,A171,2021-03-31,1.0,1.0,1.0
1223,A1711078310322.xls,5,A171,2022-03-31,5.0,5.0,5.0
1224,A1711078310323.xls,37,A171,2023-03-31,37.0,35.0,35.0
1225,A1711078310520.xls,15,A171,2020-05-31,11.0,11.0,11.0
1226,A1711078310521.xls,13,A171,2021-05-31,13.0,13.0,13.0
1227,A1711078310522.xls,8,A171,2022-05-31,8.0,8.0,8.0
1228,A1711078310523.xls,42,A171,2023-05-31,42.0,40.0,40.0
1229,A1711078310524.xls,43,A171,2024-05-31,43.0,43.0,43.0
1230,A1711078310720.xls,17,A171,2020-07-31,17.0,17.0,17.0
1231,A1711078310721.xls,6,A171,2021-07-31,6.0,6.0,6.0
1232,A1711078310722.xls,12,A171,2022-07-31,12.0,12.0,12.0
1233,A1711078310723.xls,51,A171,2023-07-31,51.0,49.0,49.0
1234,A1711078310724.xls,70,A171,2024-07-31,70.0,70.0,70.0
1235,A1711078310820.xls,17,A171,2020-08-31,17.0,17.0,17.0
1236,A1711078310821.xls,6,A171,2021-08-31,6.0,6.0,6.0
1237,A1711078310822.xls,17,A171,2022-08-31,17.0,17.0,17.0
1238,A1711078310823.xls,63,A171,2023-08-31,63.0,61.0,61.0
1239,A1711078310824.xls,45,A171,2024-08-31,45.0,45.0,45.0
1240,A1711078311020.xls,7,A171,2020-10-31,7.0,7.0,7.0
1241,A1711078311021.xls,4,A171,2021-10-31,4.0,4.0,4.0
1242,A1711078311022.xls,16,A171,2022-10-31,16.0,14.0,14.0
1243,A1711078311023.xls,33,A171,2023-10-31,33.0,31.0,31.0
1244,A1711078311024.xls,50,A171,2024-10-31,50.0,50.0,50.0
1245,A1711078311220.xls,18,A171,2020-12-31,18.0,18.0,18.0
1246,A1711078311221.xls,10,A171,2021-12-31,1.0,1.0,1.0
1247,A1711078311222.xls,15,A171,2022-12-31,15.0,13.0,13.0
1248,A1711078311223.xls,40,A171,2023-12-31,40.0,38.0,38.0
1249,A1711078311224.xls,43,A171,2024-12-31,43.0,43.0,43.0
1250,A1741078280221.xls,1,A174,2021-02-28,,,
1251,A1741078280222.xls,1,A174,2022-02-28,,,
1252,A1741078280223.xls,1,A174,2023-02-28,,,
1253,A1741078290220.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
1254,A1741078290224.xls,1,A174,2024-02-29,35.0,35.0,35.0
1255,A1741078300420.xls,1,A174,2020-04-30,,,
1256,A1741078300421.xls,1,A174,2021-04-30,,,
1257,A1741078300422.xls,1,A174,2022-04-30,,,
1258,A1741078300423.xls,1,A174,2023-04-30,,,
1259,A1741078300424.xls,1,A174,2024-04-30,45.0,45.0,45.0
1260,A1741078300620.xls,1,A174,2020-06-30,,,
1261,A1741078300621.xls,1,A174,2021-06-30,,,
1262,A1741078300622.xls,1,A174,2022-06-30,,,
1263,A1741078300623.xls,1,A174,2023-06-30,,,
1264,A1741078300624.xls,1,A174,2024-06-30,43.0,43.0,43.0
1265,A1741078300920.xls,1,A174,2020-09-30,,,
1266,A1741078300921.xls,1,A174,2021-09-30,,,
1267,A1741078300922.xls,1,A174,2022-09-30,,,
1268,A1741078300923.xls,1,A174,2023-09-30,,,
1269,A1741078300924.xls,1,A174,2024-09-30,,,
1270,A1741078301120.xls,1,A174,2020-11-30,,,
1271,A1741078301121.xls,1,A174,2021-11-30,,,
1272,A1741078301122.xls,1,A174,2022-11-30,,,
1273,A1741078301123.xls,1,A174,2023-11-30,,,
1274,A1741078301124.xls,1,A174,2024-11-30,,,
1275,A1741078310120.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
1276,A1741078310121.xls,1,A174,2021-01-31,,,
1277,A1741078310122.xls,1,A174,2022-01-31,,,
1278,A1741078310123.xls,1,A174,2023-01-31,,,
1279,A1741078310124.xls,1,A174,2024-01-31,51.0,51.0,51.0
1280,A1741078310320.xls,1,A174,2020-03-31,,,
1281,A1741078310321.xls,1,A174,2021-03-31,,,
1282,A1741078310322.xls,1,A174,2022-03-31,,,
1283,A1741078310323.xls,1,A174,2023-03-31,,,
1284,A1741078310324.xls,1,A174,2024-03-31,36.0,36.0,36.0
1285,A1741078310520.xls,1,A174,2020-05-31,,,
1286,A1741078310521.xls,1,A174,2021-05-31,,,
1287,A1741078310522.xls,1,A174,2022-05-31,,,
1288,A1741078310523.xls,1,A174,2023-05-31,,,
1289,A1741078310524.xls,1,A174,2024-05-31,58.0,58.0,58.0
1290,A1741078310720.xls,1,A174,2020-07-31,,,
1291,A1741078310721.xls,1,A174,2021-07-31,,,
1292,A1741078310722.xls,1,A174,2022-07-31,,,
1293,A1741078310723.xls,1,A174,2023-07-31,,,
1294,A1741078310724.xls,1,A174,2024-07-31,,,
1295,A1741078310820.xls,1,A174,2020-08-31,,,
1296,A1741078310821.xls,1,A174,2021-08-31,,,
1297,A1741078310822.xls,1,A174,2022-08-31,,,
1298,A1741078310823.xls,1,A174,2023-08-31,,,
1299,A1741078310824.xls,1,A174,2024-08-31,,,
1300,A1741078311020.xls,1,A174,2020-10-31,,,
1301,A1741078311021.xls,1,A174,2021-10-31,,,
1302,A1741078311022.xls,1,A174,2022-10-31,,,
1303,A1741078311023.xls,1,A174,2023-10-31,,,
1304,A1741078311024.xls,1,A174,2024-10-31,,,
1305,A1741078311220.xls,1,A174,2020-12-31,,,
1306,A1741078311221.xls,1,A174,2021-12-31,,,
1307,A1741078311222.xls,1,A174,2022-12-31,,,
1308,A1741078311223.xls,1,A174,2023-12-31,,,
1309,A1741078311224.xls,1,A174,2024-12-31,,,
1310,A1761078280221.xls,59,A176,2021-02-28,6.0,6.0,6.0
1311,A1761078280222.xls,74,A176,2022-02-28,60.0,60.0,60.0
1312,A1761078280223.xls,97,A176,2023-02-28,84.0,84.0,84.0
1313,A1761078290220.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
1314,A1761078290224.xls,94,A176,2024-02-29,78.0,78.0,78.0
1315,A1761078300420.xls,47,A176,2020-04-30,38.0,38.0,38.0
1316,A1761078300421.xls,70,A176,2021-04-30,16.0,16.0,16.0
1317,A1761078300422.xls,80,A176,2022-04-30,65.0,65.0,65.0
1318,A1761078300423.xls,99,A176,2023-04-30,85.0,85.0,85.0
1319,A1761078300424.xls,110,A176,2024-04-30,147.0,147.0,147.0
1320,A1761078300620.xls,66,A176,2020-06-30,5.0,5.0,5.0
1321,A1761078300621.xls,64,A176,2021-06-30,50.0,50.0,50.0
1322,A1761078300622.xls,121,A176,2022-06-30,107.0,107.0,107.0
1323,A1761078300623.xls,109,A176,2023-06-30,102.0,102.0,102.0
1324,A1761078300624.xls,134,A176,2024-06-30,106.0,106.0,106.0
1325,A1761078300920.xls,50,A176,2020-09-30,34.0,34.0,34.0
1326,A1761078300921.xls,94,A176,2021-09-30,75.0,75.0,75.0
1327,A1761078300922.xls,110,A176,2022-09-30,94.0,94.0,94.0
1328,A1761078300923.xls,125,A176,2023-09-30,118.0,118.0,118.0
1329,A1761078300924.xls,164,A176,2024-09-30,154.0,154.0,154.0
1330,A1761078301120.xls,73,A176,2020-11-30,55.0,55.0,55.0
1331,A1761078301121.xls,53,A176,2021-11-30,39.0,39.0,39.0
1332,A1761078301122.xls,127,A176,2022-11-30,117.0,117.0,117.0
1333,A1761078301123.xls,123,A176,2023-11-30,109.0,120.0,120.0
1334,A1761078301124.xls,120,A176,2024-11-30,120.0,120.0,120.0
1335,A1761078310120.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
1336,A1761078310121.xls,69,A176,2021-01-31,14.0,14.0,14.0
1337,A1761078310122.xls,53,A176,2022-01-31,43.0,43.0,43.0
1338,A1761078310123.xls,125,A176,2023-01-31,110.0,110.0,110.0
1339,A1761078310124.xls,97,A176,2024-01-31,271.0,183.0,183.0
1340,A1761078310320.xls,62,A176,2020-03-31,64.0,64.0,64.0
1341,A1761078310321.xls,80,A176,2021-03-31,15.0,15.0,15.0
1342,A1761078310322.xls,110,A176,2022-03-31,84.0,84.0,84.0
1343,A1761078310323.xls,139,A176,2023-03-31,120.0,120.0,120.0
1344,A1761078310324.xls,79,A176,2024-03-31,121.0,121.0,121.0
1345,A1761078310520.xls,48,A176,2020-05-31,28.0,28.0,28.0
1346,A1761078310521.xls,66,A176,2021-05-31,50.0,50.0,50.0
1347,A1761078310522.xls,89,A176,2022-05-31,76.0,76.0,76.0
1348,A1761078310523.xls,106,A176,2023-05-31,98.0,98.0,98.0
1349,A1761078310524.xls,78,A176,2024-05-31,135.0,135.0,135.0
1350,A1761078310720.xls,68,A176,2020-07-31,55.0,55.0,55.0
1351,A1761078310721.xls,65,A176,2021-07-31,15.0,15.0,15.0
1352,A1761078310722.xls,102,A176,2022-07-31,89.0,89.0,89.0
1353,A1761078310723.xls,125,A176,2023-07-31,111.0,111.0,111.0
1354,A1761078310724.xls,133,A176,2024-07-31,93.0,93.0,93.0
1355,A1761078310820.xls,67,A176,2020-08-31,54.0,54.0,54.0
1356,A1761078310821.xls,62,A176,2021-08-31,42.0,42.0,42.0
1357,A1761078310822.xls,124,A176,2022-08-31,107.0,107.0,107.0
1358,A1761078310823.xls,123,A176,2023-08-31,118.0,118.0,118.0
1359,A1761078310824.xls,139,A176,2024-08-31,139.0,139.0,139.0
1360,A1761078311020.xls,90,A176,2020-10-31,70.0,70.0,70.0
1361,A1761078311021.xls,53,A176,2021-10-31,39.0,39.0,39.0
1362,A1761078311022.xls,149,A176,2022-10-31,128.0,128.0,128.0
1363,A1761078311023.xls,123,A176,2023-10-31,109.0,109.0,109.0
1364,A1761078311024.xls,261,A176,2024-10-31,15.0,15.0,15.0
1365,A1761078311220.xls,95,A176,2020-12-31,17.0,17.0,17.0
1366,A1761078311221.xls,69,A176,2021-12-31,52.0,52.0,52.0
1367,A1761078311222.xls,107,A176,2022-12-31,91.0,91.0,91.0
1368,A1761078311223.xls,177,A176,2023-12-31,156.0,156.0,156.0
1369,A1761078311224.xls,135,A176,2024-12-31,123.0,123.0,123.0
1370,A1771078300624.xls,354,A177,2024-06-30,267.0,267.0,267.0
1371,A1771078300923.xls,391,A177,2023-09-30,391.0,391.0,391.0
1372,A1771078301124.xls,354,A177,2024-11-30,354.0,354.0,354.0
1373,A1771078310124.xls,374,A177,2024-01-31,932.0,558.0,558.0
1374,A1771078310524.xls,375,A177,2024-05-31,298.0,298.0,298.0
1375,A1771078310723.xls,383,A177,2023-07-31,383.0,383.0,383.0
1376,A1771078310724.xls,79,A177,2024-07-31,79.0,79.0,79.0
1377,A1771078310823.xls,130,A177,2023-08-31,130.0,130.0,130.0
1378,A1771078311024.xls,374,A177,2024-10-31,374.0,374.0,374.0
1379,A1771078311224.xls,374,A177,2024-12-31,374.0,374.0,374.0
1380,A1801078300420.xls,1761,A180,2020-04-30,1396.0,1396.0,1396.0
1381,A1801078300620.xls,367,A180,2020-06-30,123.0,123.0,123.0
1382,A1801078300920.xls,437,A180,2020-09-30,123.0,123.0,123.0
1383,A1801078301120.xls,410,A180,2020-11-30,134.0,134.0,134.0
1384,A1801078310520.xls,367,A180,2020-05-31,113.0,113.0,113.0
1385,A1801078310720.xls,422,A180,2020-07-31,129.0,129.0,129.0
1386,A1801078310820.xls,350,A180,2020-08-31,100.0,100.0,100.0
1387,A1801078311020.xls,429,A180,2020-10-31,127.0,127.0,127.0
1388,A1831078280221.xls,85,A183,2021-02-28,85.0,85.0,85.0
1389,A1831078280222.xls,89,A183,2022-02-28,89.0,89.0,89.0
1390,A1831078280223.xls,84,A183,2023-02-28,84.0,84.0,84.0
1391,A1831078290220.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
1392,A1831078290224.xls,85,A183,2024-02-29,53.0,53.0,53.0
1393,A1831078300420.xls,42,A183,2020-04-30,42.0,42.0,42.0
1394,A1831078300421.xls,99,A183,2021-04-30,99.0,99.0,99.0
1395,A1831078300422.xls,85,A183,2022-04-30,85.0,85.0,85.0
1396,A1831078300423.xls,88,A183,2023-04-30,88.0,88.0,88.0
1397,A1831078300424.xls,95,A183,2024-04-30,53.0,53.0,53.0
1398,A1831078300620.xls,42,A183,2020-06-30,27.0,27.0,27.0
1399,A1831078300621.xls,113,A183,2021-06-30,113.0,113.0,113.0
1400,A1831078300622.xls,104,A183,2022-06-30,104.0,104.0,104.0
1401,A1831078300623.xls,95,A183,2023-06-30,95.0,95.0,95.0
1402,A1831078300624.xls,96,A183,2024-06-30,50.0,50.0,50.0
1403,A1831078300920.xls,91,A183,2020-09-30,91.0,91.0,91.0
1404,A1831078300921.xls,86,A183,2021-09-30,86.0,86.0,86.0
1405,A1831078300922.xls,100,A183,2022-09-30,100.0,100.0,100.0
1406,A1831078300923.xls,83,A183,2023-09-30,83.0,83.0,83.0
1407,A1831078300924.xls,252,A183,2024-09-30,242.0,242.0,242.0
1408,A1831078301120.xls,91,A183,2020-11-30,91.0,91.0,91.0
1409,A1831078301121.xls,99,A183,2021-11-30,99.0,99.0,99.0
1410,A1831078301122.xls,98,A183,2022-11-30,98.0,98.0,98.0
1411,A1831078301123.xls,74,A183,2023-11-30,74.0,74.0,74.0
1412,A1831078301124.xls,162,A183,2024-11-30,162.0,162.0,162.0
1413,A1831078310120.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
1414,A1831078310121.xls,93,A183,2021-01-31,93.0,93.0,93.0
1415,A1831078310122.xls,86,A183,2022-01-31,86.0,86.0,86.0
1416,A1831078310123.xls,84,A183,2023-01-31,84.0,84.0,84.0
1417,A1831078310124.xls,79,A183,2024-01-31,126.0,79.0,47.0
1418,A1831078310320.xls,43,A183,2020-03-31,1.0,1.0,1.0
1419,A1831078310321.xls,95,A183,2021-03-31,95.0,95.0,95.0
1420,A1831078310322.xls,93,A183,2022-03-31,93.0,93.0,93.0
1421,A1831078310323.xls,100,A183,2023-03-31,100.0,100.0,100.0
1422,A1831078310324.xls,88,A183,2024-03-31,51.0,51.0,51.0
1423,A1831078310520.xls,40,A183,2020-05-31,31.0,31.0,31.0
1424,A1831078310521.xls,100,A183,2021-05-31,100.0,100.0,100.0
1425,A1831078310522.xls,79,A183,2022-05-31,79.0,79.0,79.0
1426,A1831078310523.xls,216,A183,2023-05-31,216.0,216.0,216.0
1427,A1831078310524.xls,98,A183,2024-05-31,48.0,48.0,48.0
1428,A1831078310720.xls,115,A183,2020-07-31,115.0,115.0,115.0
1429,A1831078310721.xls,105,A183,2021-07-31,105.0,105.0,105.0
1430,A1831078310722.xls,107,A183,2022-07-31,107.0,107.0,107.0
1431,A1831078310723.xls,84,A183,2023-07-31,84.0,84.0,84.0
1432,A1831078310724.xls,96,A183,2024-07-31,96.0,96.0,96.0
1433,A1831078310820.xls,89,A183,2020-08-31,89.0,89.0,89.0
1434,A1831078310821.xls,116,A183,2021-08-31,116.0,116.0,116.0
1435,A1831078310822.xls,84,A183,2022-08-31,84.0,84.0,84.0
1436,A1831078310823.xls,70,A183,2023-08-31,70.0,70.0,70.0
1437,A1831078310824.xls,242,A183,2024-08-31,242.0,242.0,242.0
1438,A1831078311020.xls,74,A183,2020-10-31,74.0,74.0,74.0
1439,A1831078311021.xls,101,A183,2021-10-31,101.0,101.0,101.0
1440,A1831078311022.xls,105,A183,2022-10-31,105.0,105.0,105.0
1441,A1831078311023.xls,85,A183,2023-10-31,85.0,85.0,85.0
1442,A1831078311024.xls,37,A183,2024-10-31,37.0,37.0,37.0
1443,A1831078311220.xls,86,A183,2020-12-31,86.0,86.0,86.0
1444,A1831078311221.xls,99,A183,2021-12-31,99.0,99.0,99.0
1445,A1831078311222.xls,98,A183,2022-12-31,98.0,98.0,98.0
1446,A1831078311223.xls,64,A183,2023-12-31,64.0,64.0,64.0
1447,A1831078311224.xls,145,A183,2024-12-31,145.0,145.0,145.0
1448,A1841078280223.xls,736,A184,2023-02-28,736.0,736.0,736.0
1449,A1841078290224.xls,1652,A184,2024-02-29,733.0,733.0,733.0
1450,A1841078300423.xls,1382,A184,2023-04-30,1382.0,1382.0,1382.0
1451,A1841078300424.xls,1722,A184,2024-04-30,800.0,800.0,800.0
1452,A1841078300623.xls,1819,A184,2023-06-30,1819.0,1819.0,1819.0
1453,A1841078300624.xls,1755,A184,2024-06-30,815.0,815.0,815.0
1454,A1841078300922.xls,1498,A184,2022-09-30,1498.0,1498.0,1498.0
1455,A1841078300923.xls,1704,A184,2023-09-30,1704.0,1704.0,1704.0
1456,A1841078300924.xls,1896,A184,2024-09-30,1896.0,1896.0,1896.0
1457,A1841078301122.xls,6110,A184,2022-11-30,6110.0,6110.0,6110.0
1458,A1841078301123.xls,1753,A184,2023-11-30,1753.0,1753.0,1753.0
1459,A1841078301124.xls,1800,A184,2024-11-30,1800.0,1800.0,1800.0
1460,A1841078310123.xls,1007,A184,2023-01-31,1007.0,1007.0,1007.0
1461,A1841078310124.xls,1808,A184,2024-01-31,3622.0,1924.0,1814.0
1462,A1841078310323.xls,1776,A184,2023-03-31,1776.0,1776.0,1776.0
1463,A1841078310324.xls,1696,A184,2024-03-31,714.0,714.0,714.0
1464,A1841078310523.xls,1742,A184,2023-05-31,1742.0,1742.0,1742.0
1465,A1841078310524.xls,1892,A184,2024-05-31,918.0,918.0,918.0
1466,A1841078310723.xls,1870,A184,2023-07-31,1870.0,1870.0,1870.0
1467,A1841078310724.xls,2173,A184,2024-07-31,2173.0,2173.0,2173.0
1468,A1841078310822.xls,723,A184,2022-08-31,723.0,723.0,723.0
1469,A1841078310823.xls,1880,A184,2023-08-31,1880.0,1880.0,1880.0
1470,A1841078310824.xls,1989,A184,2024-08-31,1989.0,1989.0,1989.0
1471,A1841078311022.xls,810,A184,2022-10-31,810.0,810.0,810.0
1472,A1841078311023.xls,1419,A184,2023-10-31,1419.0,1419.0,1419.0
1473,A1841078311024.xls,2018,A184,2024-10-31,2018.0,2018.0,2018.0
1474,A1841078311222.xls,863,A184,2022-12-31,863.0,863.0,863.0
1475,A1841078311223.xls,1758,A184,2023-12-31,1758.0,1758.0,1758.0
1476,A1841078311224.xls,2084,A184,2024-12-31,2084.0,2084.0,2084.0
1477,A1891078280221.xls,1,A189,2021-02-28,,,
1478,A1891078280222.xls,1,A189,2022-02-28,,,
1479,A1891078280223.xls,1,A189,2023-02-28,,,
1480,A1891078290220.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
1481,A1891078290224.xls,1,A189,2024-02-29,,,
1482,A1891078300420.xls,1,A189,2020-04-30,,,
1483,A1891078300421.xls,1,A189,2021-04-30,,,
1484,A1891078300422.xls,1,A189,2022-04-30,,,
1485,A1891078300423.xls,1,A189,2023-04-30,,,
1486,A1891078300424.xls,1,A189,2024-04-30,,,
1487,A1891078300620.xls,1,A189,2020-06-30,,,
1488,A1891078300621.xls,1,A189,2021-06-30,,,
1489,A1891078300622.xls,1,A189,2022-06-30,,,
1490,A1891078300623.xls,1,A189,2023-06-30,,,
1491,A1891078300624.xls,1,A189,2024-06-30,,,
1492,A1891078300920.xls,1,A189,2020-09-30,,,
1493,A1891078300921.xls,1,A189,2021-09-30,,,
1494,A1891078300922.xls,1,A189,2022-09-30,,,
1495,A1891078300923.xls,1,A189,2023-09-30,,,
1496,A1891078300924.xls,1,A189,2024-09-30,,,
1497,A1891078301120.xls,1,A189,2020-11-30,,,
1498,A1891078301121.xls,1,A189,2021-11-30,,,
1499,A1891078301122.xls,1,A189,2022-11-30,,,
1500,A1891078301123.xls,1,A189,2023-11-30,,,
1501,A1891078301124.xls,1,A189,2024-11-30,,,
1502,A1891078310120.xls,Error: Number of passed names did not match number of header fields in the file (sheet: ITRS2_URT_RECEIPTS),,,,,
1503,A1891078310121.xls,1,A189,2021-01-31,,,
1504,A1891078310122.xls,1,A189,2022-01-31,,,
1505,A1891078310123.xls,1,A189,2023-01-31,,,
1506,A1891078310124.xls,1,A189,2024-01-31,,,
