,INSTITUTIONCODE,REPORTINGDATE,DESCRIPTIONNO,PARTICULARS,AMOUNT
51973,M956,2024-06-30,3,    (b) Balances with  Banks and Financial Institutions (sum i:ii),2155000.0
51974,M956,2024-06-30,4,(i) Non-Agent Banking  Balances,2155000.0
51975,M956,2024-06-30,5,(ii) Agent-Banking Balances,0.0
51976,M956,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
51977,M956,2024-06-30,7,    (d) MNOs Float  Balances,0.0
51978,M956,2024-06-30,8,2. INVESTMENT IN DEBT SECURITIES - NET (Sum a:d minus e),0.0
51979,M956,2024-06-30,9,    (a )Treasury Bills,0.0
51980,M956,2024-06-30,10,    (b) Other Government Securities,0.0
51981,M956,2024-06-30,11,    (c) Private Securities,0.0
51982,M956,2024-06-30,12,    (d) Others,0.0
51983,M956,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
51984,M956,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
51985,M956,2024-06-30,15,    (a) Equity Investment,0.0
51986,M956,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
51987,M956,2024-06-30,17,4. LOANS - NET (sum a:d less e),60944895.0
51988,M956,2024-06-30,18,     (a) Loans to Clients,61560500.0
51989,M956,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
51990,M956,2024-06-30,20,     (c)Loans to other Microfinance Service Providers,0.0
51991,M956,2024-06-30,21,     (d) Accrued Interest on Loans ,0.0
51992,M956,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,615605.0
51993,M956,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",2400750.0
51994,M956,2024-06-30,24,"    (a) Property, Plant and Equipment",2400750.0
51995,M956,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),0.0
51996,M956,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),0.0
51997,M956,2024-06-30,27,    (a) Receivables,0.0
51998,M956,2024-06-30,28,    (b) Prepaid Expenses,0.0
51999,M956,2024-06-30,29,    (c )Deffered Tax Assets,0.0
52000,M956,2024-06-30,30,    (d )Intangible Assets,0.0
52001,M956,2024-06-30,31,    (e) Miscellaneous Assets,0.0
52002,M956,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
52003,M956,2024-06-30,33,7. TOTAL ASSETS ,65500645.0
52004,M956,2024-06-30,34,8. LIABILITIES,0.0
52005,M956,2024-06-30,35,9.  BORROWINGS (sum a:b),28500000.0
52006,M956,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),28500000.0
52007,M956,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
52008,M956,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,0.0
52009,M956,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
52010,M956,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
52011,M956,2024-06-30,41,          (v) Other Borrowings,28500000.0
52012,M956,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),0.0
52013,M956,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
52014,M956,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
52015,M956,2024-06-30,45,           (iii) Other Borrowings,0.0
52016,M956,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
52017,M956,2024-06-30,47,11.TAX PAYABLES,324551.0
52018,M956,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
52019,M956,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,0.0
52020,M956,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),28824551.0
52021,M956,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),36676094.0
52022,M956,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,19300250.0
52023,M956,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
52024,M956,2024-06-30,54,    (c) Capital Grants,0.0
52025,M956,2024-06-30,55, (d) Donations,0.0
52026,M956,2024-06-30,56,    (e) Share Premium,0.0
52027,M956,2024-06-30,57,    (f) General Reserves,0.0
52028,M956,2024-06-30,58,    (g) Retained Earnings,6361935.0
52029,M956,2024-06-30,59,    (h) Profit/Loss,6220850.0
52030,M956,2024-06-30,60,    (i) Other Reserves,4793059.0
52031,M956,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),65500645.0
52032,M728,2024-06-30,1,1. CASH AND CASH EQUIVALENTS (sum a:d),11929760.0
52033,M728,2024-06-30,2,    (a) Cash in Hand,11929760.0
52034,M728,2024-06-30,3,    (b) Balances with  Banks and Financial Institutions (sum i:ii),0.0
52035,M728,2024-06-30,4,(i) Non-Agent Banking  Balances,0.0
52036,M728,2024-06-30,5,(ii) Agent-Banking Balances,0.0
52037,M728,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
52038,M728,2024-06-30,7,    (d) MNOs Float  Balances,0.0
52039,M728,2024-06-30,8,2. INVESTMENT IN DEBT SECURITIES - NET (Sum a:d minus e),0.0
52040,M728,2024-06-30,9,    (a )Treasury Bills,0.0
52041,M728,2024-06-30,10,    (b) Other Government Securities,0.0
52042,M728,2024-06-30,11,    (c) Private Securities,0.0
52043,M728,2024-06-30,12,    (d) Others,0.0
52044,M728,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
52045,M728,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
52046,M728,2024-06-30,15,    (a) Equity Investment,0.0
52047,M728,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
52048,M728,2024-06-30,17,4. LOANS - NET (sum a:d less e),8662500.0
52049,M728,2024-06-30,18,     (a) Loans to Clients,11000000.0
52050,M728,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
52051,M728,2024-06-30,20,     (c)Loans to other Microfinance Service Providers,0.0
52052,M728,2024-06-30,21,     (d) Accrued Interest on Loans ,0.0
52053,M728,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,2337500.0
52054,M728,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",4260000.0
52055,M728,2024-06-30,24,"    (a) Property, Plant and Equipment",4860000.0
52056,M728,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),600000.0
52057,M728,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),0.0
52058,M728,2024-06-30,27,    (a) Receivables,0.0
52059,M728,2024-06-30,28,    (b) Prepaid Expenses,0.0
52060,M728,2024-06-30,29,    (c )Deffered Tax Assets,0.0
52061,M728,2024-06-30,30,    (d )Intangible Assets,0.0
52062,M728,2024-06-30,31,    (e) Miscellaneous Assets,0.0
52063,M728,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
52064,M728,2024-06-30,33,7. TOTAL ASSETS ,24852260.0
52065,M728,2024-06-30,34,8. LIABILITIES,0.0
52066,M728,2024-06-30,35,9.  BORROWINGS (sum a:b),0.0
52067,M728,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),0.0
52068,M728,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
52069,M728,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,0.0
52070,M728,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
52071,M728,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
52072,M728,2024-06-30,41,          (v) Other Borrowings,0.0
52073,M728,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),0.0
52074,M728,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
52075,M728,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
52076,M728,2024-06-30,45,           (iii) Other Borrowings,0.0
52077,M728,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
52078,M728,2024-06-30,47,11.TAX PAYABLES,0.0
52079,M728,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
52080,M728,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,0.0
52081,M728,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),0.0
52082,M728,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),24852260.0
52083,M728,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,20000000.0
52084,M728,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
52085,M728,2024-06-30,54,    (c) Capital Grants,0.0
52086,M728,2024-06-30,55, (d) Donations,0.0
52087,M728,2024-06-30,56,    (e) Share Premium,0.0
52088,M728,2024-06-30,57,    (f) General Reserves,0.0
52089,M728,2024-06-30,58,    (g) Retained Earnings,3787260.0
52090,M728,2024-06-30,59,    (h) Profit/Loss,1065000.0
52091,M728,2024-06-30,60,    (i) Other Reserves,0.0
52092,M728,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),24852260.0
52093,MC22,2024-06-30,1,1. CASH AND CASH EQUIVALENTS (sum a:d),4590700.0
52094,MC22,2024-06-30,3,    (b) Balances with  Banks and Financial Institutions (sum i:ii),0.0
52095,MC22,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
52096,MC22,2024-06-30,7,    (d) MNOs Float  Balances,0.0
52097,MC22,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
52098,MC22,2024-06-30,18,     (a) Loans to Clients,16125358.0
52099,MC22,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
52100,MC22,2024-06-30,47,11.TAX PAYABLES,0.0
52101,MC22,2024-06-30,35,9.  BORROWINGS (sum a:b),0.0
52102,MC22,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
52103,MC22,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,0.0
52104,MC22,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,0.0
52105,MC22,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),21961053.61
52106,MC22,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),0.0
52107,MC22,2024-06-30,4,(i) Non-Agent Banking  Balances,0.0
52108,MC22,2024-06-30,9,    (a )Treasury Bills,0.0
52109,MC22,2024-06-30,31,    (e) Miscellaneous Assets,0.0
52110,MC22,2024-06-30,56,    (e) Share Premium,0.0
52111,MC22,2024-06-30,58,    (g) Retained Earnings,-808186.81
52112,MC22,2024-06-30,2,    (a) Cash in Hand,4590700.0
52113,MC22,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
52114,MC22,2024-06-30,15,    (a) Equity Investment,0.0
52115,MC22,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,161253.58
52116,MC22,2024-06-30,59,    (h) Profit/Loss,769240.42
52117,MC22,2024-06-30,20,     (c)Loans to other Microfinance Service Providers,0.0
52118,MC22,2024-06-30,27,    (a) Receivables,0.0
52119,MC22,2024-06-30,55, (d) Donations,0.0
52120,MC22,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),0.0
52121,MC22,2024-06-30,34,8. LIABILITIES,0.0
52122,MC22,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),21961053.61
52123,MC22,2024-06-30,10,    (b) Other Government Securities,0.0
52124,MC22,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
52125,MC22,2024-06-30,17,4. LOANS - NET (sum a:d less e),15964104.42
52126,MC22,2024-06-30,33,7. TOTAL ASSETS ,21961054.42
52127,MC22,2024-06-30,8,2. INVESTMENT IN DEBT SECURITIES - NET (Sum a:d minus e),0.0
52128,MC22,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),93750.0
52129,MC22,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
52130,MC22,2024-06-30,60,    (i) Other Reserves,0.0
52131,MC22,2024-06-30,29,    (c )Deffered Tax Assets,0.0
52132,MC22,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),0.0
52133,MC22,2024-06-30,45,           (iii) Other Borrowings,0.0
52134,MC22,2024-06-30,11,    (c) Private Securities,0.0
52135,MC22,2024-06-30,12,    (d) Others,0.0
52136,MC22,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
52137,MC22,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",1406250.0
52138,MC22,2024-06-30,24,"    (a) Property, Plant and Equipment",1500000.0
52139,MC22,2024-06-30,41,          (v) Other Borrowings,0.0
52140,MC22,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
52141,MC22,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
52142,MC22,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),0.0
52143,MC22,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,22000000.0
52144,MC22,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
52145,MC22,2024-06-30,5,(ii) Agent-Banking Balances,0.0
52146,MC22,2024-06-30,21,     (d) Accrued Interest on Loans ,0.0
52147,MC22,2024-06-30,28,    (b) Prepaid Expenses,0.0
52148,MC22,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
52149,MC22,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
52150,MC22,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
52151,MC22,2024-06-30,30,    (d )Intangible Assets,0.0
52152,MC22,2024-06-30,54,    (c) Capital Grants,0.0
52153,MC22,2024-06-30,57,    (f) General Reserves,0.0
52154,MH03,2024-06-30,1,1. CASH AND CASH EQUIVALENTS (sum a:d),20000000.0
52155,MH03,2024-06-30,2,    (a) Cash in Hand,0.0
52156,MH03,2024-06-30,3,    (b) Balances with  Banks and Financial Institutions (sum i:ii),20000000.0
52157,MH03,2024-06-30,4,(i) Non-Agent Banking  Balances,0.0
52158,MH03,2024-06-30,5,(ii) Agent-Banking Balances,20000000.0
52159,MH03,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
52160,MH03,2024-06-30,7,    (d) MNOs Float  Balances,0.0
52161,MH03,2024-06-30,8,2. INVESTMENT IN DEBT SECURITIES - NET (Sum a:d minus e),0.0
52162,MH03,2024-06-30,9,    (a )Treasury Bills,0.0
52163,MH03,2024-06-30,10,    (b) Other Government Securities,0.0
52164,MH03,2024-06-30,11,    (c) Private Securities,0.0
52165,MH03,2024-06-30,12,    (d) Others,0.0
52166,MH03,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
52167,MH03,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
52168,MH03,2024-06-30,15,    (a) Equity Investment,0.0
52169,MH03,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
52170,MH03,2024-06-30,17,4. LOANS - NET (sum a:d less e),0.0
52171,MH03,2024-06-30,18,     (a) Loans to Clients,0.0
52172,MH03,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
52173,MH03,2024-06-30,20,     (c)Loans to other Microfinance Service Providers,0.0
52174,MH03,2024-06-30,21,     (d) Accrued Interest on Loans ,0.0
52175,MH03,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,0.0
52176,MH03,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",0.0
52177,MH03,2024-06-30,24,"    (a) Property, Plant and Equipment",0.0
52178,MH03,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),0.0
52179,MH03,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),0.0
52180,MH03,2024-06-30,27,    (a) Receivables,0.0
52181,MH03,2024-06-30,28,    (b) Prepaid Expenses,0.0
52182,MH03,2024-06-30,29,    (c )Deffered Tax Assets,0.0
52183,MH03,2024-06-30,30,    (d )Intangible Assets,0.0
52184,MH03,2024-06-30,31,    (e) Miscellaneous Assets,0.0
52185,MH03,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
52186,MH03,2024-06-30,33,7. TOTAL ASSETS ,20000000.0
52187,MH03,2024-06-30,34,8. LIABILITIES,0.0
52188,MH03,2024-06-30,35,9.  BORROWINGS (sum a:b),0.0
52189,MH03,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),0.0
52190,MH03,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
52191,MH03,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,0.0
52192,MH03,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
52193,MH03,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
52194,MH03,2024-06-30,41,          (v) Other Borrowings,0.0
52195,MH03,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),0.0
52196,MH03,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
52197,MH03,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
52198,MH03,2024-06-30,45,           (iii) Other Borrowings,0.0
52199,MH03,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
52200,MH03,2024-06-30,47,11.TAX PAYABLES,0.0
52201,MH03,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
52202,MH03,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,0.0
52203,MH03,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),0.0
52204,MH03,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),20000000.0
52205,MH03,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,20000000.0
52206,MH03,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
52207,MH03,2024-06-30,54,    (c) Capital Grants,0.0
52208,MH03,2024-06-30,55, (d) Donations,0.0
52209,MH03,2024-06-30,56,    (e) Share Premium,0.0
52210,MH03,2024-06-30,57,    (f) General Reserves,0.0
52211,MH03,2024-06-30,58,    (g) Retained Earnings,0.0
52212,MH03,2024-06-30,59,    (h) Profit/Loss,0.0
52213,MH03,2024-06-30,60,    (i) Other Reserves,0.0
52214,MH03,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),20000000.0
52215,MA07,2024-06-30,1,1. CASH AND CASH EQUIVALENTS (sum a:d),7579625.0
52216,MA07,2024-06-30,2,    (a) Cash in Hand,5200469.0
52217,MA07,2024-06-30,3,    (b) Balances with  Banks and Financial Institutions (sum i:ii),594834.0
52218,MA07,2024-06-30,4,(i) Non-Agent Banking  Balances,594834.0
52219,MA07,2024-06-30,5,(ii) Agent-Banking Balances,0.0
52220,MA07,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
52221,MA07,2024-06-30,7,    (d) MNOs Float  Balances,1784322.0
52222,MA07,2024-06-30,8,2. INVESTMENT IN DEBT SECURITIES - NET (Sum a:d minus e),0.0
52223,MA07,2024-06-30,9,    (a )Treasury Bills,0.0
52224,MA07,2024-06-30,10,    (b) Other Government Securities,0.0
52225,MA07,2024-06-30,11,    (c) Private Securities,0.0
52226,MA07,2024-06-30,12,    (d) Others,0.0
52227,MA07,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
52228,MA07,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
52229,MA07,2024-06-30,15,    (a) Equity Investment,0.0
52230,MA07,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
52231,MA07,2024-06-30,17,4. LOANS - NET (sum a:d less e),450335.0
52232,MA07,2024-06-30,18,     (a) Loans to Clients,620000.0
52233,MA07,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
52234,MA07,2024-06-30,20,     (c)Loans to other Microfinance Service Providers,0.0
52235,MA07,2024-06-30,21,     (d) Accrued Interest on Loans ,0.0
52236,MA07,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,169665.0
52237,MA07,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",937500.0
52238,MA07,2024-06-30,24,"    (a) Property, Plant and Equipment",1500000.0
52239,MA07,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),562500.0
52240,MA07,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),15000000.0
52241,MA07,2024-06-30,27,    (a) Receivables,15000000.0
52242,MA07,2024-06-30,28,    (b) Prepaid Expenses,0.0
52243,MA07,2024-06-30,29,    (c )Deffered Tax Assets,0.0
52244,MA07,2024-06-30,30,    (d )Intangible Assets,0.0
52245,MA07,2024-06-30,31,    (e) Miscellaneous Assets,0.0
52246,MA07,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
52247,MA07,2024-06-30,33,7. TOTAL ASSETS ,23967460.0
52248,MA07,2024-06-30,34,8. LIABILITIES,0.0
52249,MA07,2024-06-30,35,9.  BORROWINGS (sum a:b),0.0
52250,MA07,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),0.0
52251,MA07,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
52252,MA07,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,0.0
52253,MA07,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
52254,MA07,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
52255,MA07,2024-06-30,41,          (v) Other Borrowings,0.0
52256,MA07,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),0.0
52257,MA07,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
52258,MA07,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
52259,MA07,2024-06-30,45,           (iii) Other Borrowings,0.0
52260,MA07,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
52261,MA07,2024-06-30,47,11.TAX PAYABLES,0.0
52262,MA07,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
52263,MA07,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,0.0
52264,MA07,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),0.0
52265,MA07,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),23967460.48
52266,MA07,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,20000000.0
52267,MA07,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
52268,MA07,2024-06-30,54,    (c) Capital Grants,0.0
52269,MA07,2024-06-30,55, (d) Donations,0.0
52270,MA07,2024-06-30,56,    (e) Share Premium,0.0
52271,MA07,2024-06-30,57,    (f) General Reserves,0.0
52272,MA07,2024-06-30,58,    (g) Retained Earnings,2034230.0
52273,MA07,2024-06-30,59,    (h) Profit/Loss,1933230.48
52274,MA07,2024-06-30,60,    (i) Other Reserves,0.0
52275,MA07,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),23967460.48
52276,M453,2024-06-30,1,1. CASH AND CASH EQUIVALENTS (sum a:d),4397659.0
52277,M453,2024-06-30,2,    (a) Cash in Hand,562800.0
52278,M453,2024-06-30,3,    (b) Balances with  Banks and Financial Institutions (sum i:ii),3834859.0
52279,M453,2024-06-30,4,(i) Non-Agent Banking  Balances,3834859.0
52280,M453,2024-06-30,5,(ii) Agent-Banking Balances,0.0
52281,M453,2024-06-30,6,    (c ) Balances with Microfinance Service Providers,0.0
52282,M453,2024-06-30,7,    (d) MNOs Float  Balances,0.0
52283,M453,2024-06-30,8,2. INVESTMENT IN DEBT SECURITIES - NET (Sum a:d minus e),0.0
52284,M453,2024-06-30,9,    (a )Treasury Bills,0.0
52285,M453,2024-06-30,10,    (b) Other Government Securities,0.0
52286,M453,2024-06-30,11,    (c) Private Securities,0.0
52287,M453,2024-06-30,12,    (d) Others,0.0
52288,M453,2024-06-30,13,   (e) Allowance for Probable Losses (Deduction),0.0
52289,M453,2024-06-30,14,3. EQUITY INVESTMENTS - NET (a - b),0.0
52290,M453,2024-06-30,15,    (a) Equity Investment,0.0
52291,M453,2024-06-30,16,    (b) Allowance for Probable Losses (Deduction),0.0
52292,M453,2024-06-30,17,4. LOANS - NET (sum a:d less e),13415315.4
52293,M453,2024-06-30,18,     (a) Loans to Clients,13830222.08
52294,M453,2024-06-30,19,     (b) Loan to Staff and Related Parties,0.0
52295,M453,2024-06-30,20,     (c)Loans to other Microfinance Service Providers,0.0
52296,M453,2024-06-30,21,     (d) Accrued Interest on Loans ,0.0
52297,M453,2024-06-30,22,     (e) Allowances for Probable Losses (Deduction) ,414906.68
52298,M453,2024-06-30,23,"5. PROPERTY, PLANT AND EQUIPMENT -NET (a -b)",6561150.5
52299,M453,2024-06-30,24,"    (a) Property, Plant and Equipment",9644900.0
52300,M453,2024-06-30,25,    (b) Accumulated Depreciation (Deduction),3083749.5
52301,M453,2024-06-30,26,6. OTHER ASSETS (sum a:e less f),0.0
52302,M453,2024-06-30,27,    (a) Receivables,0.0
52303,M453,2024-06-30,28,    (b) Prepaid Expenses,0.0
52304,M453,2024-06-30,29,    (c )Deffered Tax Assets,0.0
52305,M453,2024-06-30,30,    (d )Intangible Assets,0.0
52306,M453,2024-06-30,31,    (e) Miscellaneous Assets,0.0
52307,M453,2024-06-30,32,    (f) Allowance for Probable Losses  (Deduction),0.0
52308,M453,2024-06-30,33,7. TOTAL ASSETS ,24374124.9
52309,M453,2024-06-30,34,8. LIABILITIES,0.0
52310,M453,2024-06-30,35,9.  BORROWINGS (sum a:b),0.0
52311,M453,2024-06-30,36,     (a)Borrowings in Tanzania (sum i:v),0.0
52312,M453,2024-06-30,37,           (i) Borrowings from Banks and Financial Institutions ,0.0
52313,M453,2024-06-30,38,          (ii) Borrowings from Other Microfinance Service Providers  ,0.0
52314,M453,2024-06-30,39,          (iii) Borrowing from Shareholders   ,0.0
52315,M453,2024-06-30,40,          (iv) Borrowing from Public through Debt Securities ,0.0
52316,M453,2024-06-30,41,          (v) Other Borrowings,0.0
52317,M453,2024-06-30,42,     (b)Borrowings from Abroad (sum i:iii),0.0
52318,M453,2024-06-30,43,           (i) Borrowings from Banks and Financial Institutions ,0.0
52319,M453,2024-06-30,44,           (ii) Borrowing from Shareholders   ,0.0
52320,M453,2024-06-30,45,           (iii) Other Borrowings,0.0
52321,M453,2024-06-30,46,10. CASH COLLATERAL/LOAN INSURANCE GUARANTEES/COMPULSORY SAVINGS,0.0
52322,M453,2024-06-30,47,11.TAX PAYABLES,0.0
52323,M453,2024-06-30,48,12. DIVIDEND PAYABLES,0.0
52324,M453,2024-06-30,49,13. OTHER PAYABLES AND ACCRUALS,0.0
52325,M453,2024-06-30,50,14. TOTAL LIABILITIES (sum 9:13),0.0
52326,M453,2024-06-30,51,15. TOTAL CAPITAL (sum a:i),24374124.9
52327,M453,2024-06-30,52,    (a) Paid-up Ordinary Share Capital,20000000.0
52328,M453,2024-06-30,53,    (b) Paid-up Preference Shares,0.0
52329,M453,2024-06-30,54,    (c) Capital Grants,0.0
52330,M453,2024-06-30,55, (d) Donations,0.0
52331,M453,2024-06-30,56,    (e) Share Premium,0.0
52332,M453,2024-06-30,57,    (f) General Reserves,0.0
52333,M453,2024-06-30,58,    (g) Retained Earnings,3919698.0
52334,M453,2024-06-30,59,    (h) Profit/Loss,454426.9
52335,M453,2024-06-30,60,    (i) Other Reserves,0.0
52336,M453,2024-06-30,61,16. TOTAL LIABILITIES AND CAPITAL (14+15),24374124.9
52337,MA91,2024-06-30,1,1. CASH AND CASH EQUIVALENTS (sum a:d),1581593.0
52338,MA91,2024-06-30,2,    (a) Cash in Hand,1580000.0
52339,MA91,2024-06-30,3,    (b) Balances with  Banks and Financial Institutions (sum i:ii),1.0
52340,MA91,2024-06-30,4,(i) Non-Agent Banking  Balances,1.0
52341,MA91,2024-06-30,5,(ii) Agent-Banking Balances,0.0
